cntr_01,dist_x,pang_x,count_01,source_01,ra_01,dec_01,velo_01,date_obs_01,tsys_01,int_01,rms1_01,vlo1_01,vhi1_01,ra,dec,sigra,sigdec,w1mpro,w1sigmpro,w1snr,w2mpro,w2sigmpro,w2snr,w3mpro,w3sigmpro,w3snr,w4mpro,w4sigmpro,w4snr
2383,0.110773,-74.930376,3209,110237+590731,165.6573,59.12542,9919,2006.977,47.0,10,4.5,9631,12530,165.6572421,59.125428,0.033,0.0331,11.224,0.023,47.6,11.079,0.02,54.1,8.238,0.02,54.1,6.748,0.079,13.8
2384,1.127518,34.730478,3210,110249.8+250426,165.7073,25.07375,6460,2012.243,37.5,10,3.8,5059,7873,165.707497,25.0740074,0.0424,0.0544,11.833,0.033,32.5,11.417,0.031,34.6,8.301,0.032,33.5,5.832,0.094,11.6
2385,0.638712,8.213645,3212,J110312+275755,165.7968,27.97242,0,2015.057,46.6,4,9.6,2722,10320,165.7968287,27.9725956,0.0274,0.0277,8.806,0.023,47.7,8.258,0.02,54.5,4.06,0.014,77.1,1.176,0.014,79.8
2386,0.253176,21.125921,3211,NGC3504,165.7968,27.97253,1539,2008.307,33.6,5,4.2,183,2907,165.7968287,27.9725956,0.0274,0.0277,8.806,0.023,47.7,8.258,0.02,54.5,4.06,0.014,77.1,1.176,0.014,79.8
2387,0.625207,6.358909,3213,NGC3506,165.8038,11.07667,6403,2010.003,35.6,10,3.2,5003,7816,165.8038196,11.0768426,0.0308,0.031,11.19,0.023,47.4,11.102,0.022,49.1,6.987,0.014,75.1,4.765,0.028,39.0
2388,1.145706,22.465307,3215,RXSJ11032-0654,165.82,-6.90478,7800,2016.335,64.4,10,6.1,6475,9136,165.8201225,-6.9044859,0.0391,0.0384,12.234,0.023,47.8,12.018,0.022,49.6,9.564,0.039,27.8,7.296,0.113,9.6
2389,0.305808,89.190542,3220,110338+451047,165.91,45.17997,6148,2006.952,51.4,10,4.6,5867,8696,165.9101205,45.1799712,0.0362,0.0355,11.673,0.023,47.5,11.672,0.021,51.8,9.155,0.028,39.2,7.014,0.08,13.6
2390,3.696184,-72.71292,3219,110338-005208,165.91,-6.90478,8693,2011.066,29.5,10,2.8,7272,10127,165.9090125,-6.9044749,0.5401,0.592,17.478,0.188,5.8,16.605,,1.6,11.974,,1.6,8.943,,-1.0
2391,0.322314,131.906656,3221,B2_1101+38,166.1137,38.20889,9000,2004.146,27.2,20,1.7,7576,10437,166.1137848,38.2088302,0.0305,0.0297,9.409,0.022,48.5,8.764,0.02,55.7,7.004,0.016,68.3,5.157,0.026,41.0
2393,0.152891,145.261376,3223,J1104+4507,166.154,45.12519,6490,2015.327,43.5,8,4.8,5177,7815,166.1540343,45.1251551,0.0276,0.0274,10.439,0.021,50.9,10.339,0.019,57.4,6.463,0.013,82.8,4.621,0.023,48.0
2394,0.209305,-43.318624,3224,110445+041755,166.1895,4.29869,7558,2006.883,59.8,15,5.1,6147,8981,166.18946,4.2987323,0.035,0.035,11.923,0.023,47.9,11.791,0.022,49.2,8.064,0.021,52.0,5.303,0.035,31.4
2395,0.700386,95.45643,3225,SDSSJ11049+4334,166.2332,43.56922,14800,2016.241,38.1,10,3.8,13415,16198,166.2334673,43.5692015,0.0422,0.0512,12.984,0.027,40.1,12.47,0.025,42.7,9.999,0.058,18.7,7.813,0.244,4.4
2396,0.50919,75.087114,3226,SDSSJ11049+0102,166.24,1.03828,13100,2016.372,41.1,10,4.0,11729,14483,166.2401367,1.0383164,0.0542,0.0541,13.684,0.025,42.7,13.62,0.036,29.9,10.919,0.151,7.2,7.817,0.262,4.1
2397,0.295852,-155.699685,3227,SDSSJ11050+5941,166.2583,59.68444,10200,2016.329,55.4,10,5.6,8855,11557,166.258233,59.6843651,0.0341,0.0346,11.916,0.023,47.5,11.663,0.022,50.1,8.233,0.02,53.1,5.632,0.035,30.9
2398,0.266504,-91.780394,3228,J1105+2241,166.2666,22.68989,7433,2015.108,54.7,9,6.0,6024,8855,166.2665198,22.6898877,0.0872,0.0918,15.028,0.036,30.2,14.896,0.07,15.5,12.506,,0.0,8.727,,0.6
2399,1.789234,-7.46227,3229,J1105+1016,166.2706,10.27317,6189,2015.111,32.5,10,3.4,4791,7600,166.2705344,10.2736628,0.0581,0.0911,13.527,0.042,25.6,13.445,0.05,21.5,10.122,0.084,12.9,7.199,0.23,4.7
2401,0.390647,137.262717,3231,110558+362426,166.492,36.40714,7420,2007.394,49.0,20,3.3,6011,8842,166.4920915,36.4070603,0.0342,0.0332,10.935,0.022,49.3,10.912,0.02,53.4,8.548,0.023,46.9,6.218,0.052,20.8
2402,0.174325,-11.80214,3232,CGCG291-028,166.496,58.946,14289,2013.305,32.3,10,3.4,12816,15776,166.4959808,58.9460474,0.0331,0.0332,11.443,0.022,48.4,11.005,0.02,53.8,8.25,0.021,52.2,6.204,0.046,23.5
2403,0.496476,159.174434,3233,110621+502317,166.589,50.38811,11959,2006.974,32.2,10,3.1,10508,13423,166.5890769,50.3879811,0.0338,0.0334,12.309,0.023,47.2,11.785,0.022,49.5,7.821,0.018,58.7,4.908,0.031,35.1
2405,0.65304,-180.0,3236,110713+650606,166.8053,65.10194,9812,2006.928,37.4,10,3.4,8381,11256,166.8053,65.1017586,0.0387,0.0419,11.306,0.024,45.9,11.301,0.023,46.5,9.274,0.036,30.0,7.565,0.16,6.8
2406,0.134599,102.983294,3237,J110724+213925,166.8528,21.65711,2694,2013.394,47.4,10,4.5,1328,4073,166.8528392,21.6571016,0.0304,0.0305,10.675,0.022,50.3,10.569,0.02,54.3,6.792,0.017,65.6,3.891,0.024,46.0
2407,0.340012,12.52512,3238,J1107+0221,166.9547,2.35658,9260,2015.105,38.5,14,99.1,7834,10699,166.9547205,2.3566722,0.0401,0.0388,12.065,0.022,49.6,12.115,0.023,47.5,9.982,0.06,18.2,7.63,0.183,5.9
2408,0.563478,-55.079087,3239,110808+455904,167.0347,45.98458,10856,2007.033,42.5,10,4.0,9415,12310,167.0345153,45.9846696,0.038,0.0376,12.352,0.023,46.6,12.378,0.024,45.4,8.954,0.025,44.0,6.702,0.062,17.6
2409,0.913759,138.397414,3240,J1108+2932,167.0683,29.53644,14015,2015.057,43.0,3,11.5,16998,25340,167.0684937,29.5362502,0.0334,0.0336,12.763,0.023,47.4,11.363,0.021,51.7,7.724,0.02,53.5,4.934,0.029,36.9
2410,0.285717,164.022666,3241,110819+295356,167.0783,29.89911,10697,2008.2,42.8,10,3.8,9258,12150,167.0783252,29.8990337,0.0438,0.0437,13.297,0.024,44.5,13.097,0.028,39.1,9.213,0.036,30.5,6.954,0.08,13.6
2411,0.302462,93.685083,3243,J110823+032952,167.0998,3.49797,7619,2014.092,44.0,10,4.5,6208,9043,167.099884,3.4979646,0.0299,0.0299,11.132,0.023,47.7,10.92,0.021,52.5,6.536,0.015,73.4,4.666,0.028,39.3
2412,0.718178,174.573685,3244,J1108+1644,167.1584,16.73906,8256,2015.146,40.4,10,4.2,6839,9686,167.1584197,16.7388614,0.0495,0.0809,13.019,0.036,30.5,12.993,0.04,27.1,10.253,0.098,11.1,8.033,0.499,2.2
2413,0.859394,-172.357248,3245,110848+135111,167.198,13.85308,10335,2007.307,41.3,10,3.7,8899,11784,167.1979673,13.8528434,0.0476,0.0535,12.905,0.027,40.8,12.846,0.03,36.5,10.03,0.061,17.8,8.02,,1.5
2414,0.112948,128.19493,3246,110903+281656,167.2616,28.28222,10775,2008.092,29.3,10,2.4,9335,12228,167.261628,28.2822006,0.0399,0.0398,12.257,0.024,45.4,12.17,0.023,47.0,9.25,0.036,29.9,7.184,0.113,9.6
2415,0.388072,-126.883944,3247,J1109+6123,167.3017,61.39642,2025,2015.283,39.7,3,6.3,750,3312,167.3015199,61.3963553,0.0648,0.0663,14.563,0.03,36.3,14.355,0.044,24.8,11.295,0.136,8.0,8.663,0.334,3.3
2418,0.131753,67.339719,3250,2MASXJ11092911+,167.3712,28.69142,9847,2012.277,38.5,10,4.2,8415,11292,167.3712385,28.6914341,0.0309,0.0307,11.542,0.022,49.5,10.38,0.02,53.4,7.012,0.017,65.1,4.486,0.027,39.6
2419,0.502574,-37.872774,3251,J110930+144119,167.3755,14.68872,10126,2013.407,47.3,10,4.7,8692,11573,167.3754114,14.6888302,0.0382,0.0368,12.296,0.023,46.7,12.126,0.024,46.2,8.523,0.024,44.7,6.318,0.064,16.9
2420,0.376609,32.935823,3252,110933+283740,167.3881,28.62764,11361,2008.092,28.9,10,2.6,9915,12820,167.3881648,28.6277278,0.0356,0.0354,11.675,0.023,48.0,11.688,0.021,50.7,8.545,0.024,44.4,6.628,0.075,14.4
2421,0.397587,159.878456,3255,2MASXJ11093788-,167.4078,-1.09719,19279,2014.082,59.2,10,6.0,17759,20813,167.407838,-1.0972937,0.0574,0.0591,13.534,0.028,39.1,13.318,0.035,30.6,10.361,0.098,11.1,7.972,,1.9
2423,0.255009,32.10984,3258,UGC6204,167.4646,24.26169,6173,2010.082,31.3,10,2.9,4775,7583,167.4646413,24.26175,0.033,0.0325,11.849,0.024,45.7,11.574,0.022,49.6,7.142,0.016,68.0,4.587,0.028,38.4
2424,0.066379,-169.001953,3259,J1110+2213,167.5412,22.22653,9892,2015.108,52.2,9,6.0,8460,11337,167.5411962,22.2265119,0.041,0.0404,12.606,0.023,46.2,12.282,0.023,46.7,9.454,0.042,26.0,6.916,0.083,13.1
2425,0.628629,-108.73979,3260,111013+022022,167.5575,2.33964,10632,2006.883,58.7,10,5.6,9193,12084,167.5573345,2.3395839,0.0672,0.0493,12.91,0.03,35.9,12.841,0.034,32.0,10.163,0.096,11.3,7.777,0.341,3.2
2426,1.261964,-99.606531,3262,111018+281713,167.5771,28.28697,10012,2008.208,40.1,10,3.5,8579,11458,167.5767075,28.2869115,0.0386,0.0376,12.243,0.023,46.4,12.047,0.023,47.4,8.571,0.027,40.8,5.984,0.049,22.1
2427,0.515961,62.760663,3263,111026-145742,167.6108,-14.96169,7731,2009.175,40.8,10,3.9,6319,9156,167.6109319,-14.9616244,0.0387,0.0382,11.779,0.021,51.2,11.909,0.022,48.9,10.034,0.063,17.2,8.245,0.276,3.9
2428,0.447663,-63.337716,3264,J1110+2916,167.6515,29.27547,10294,2015.407,63.2,6,7.9,8948,11652,167.6513726,29.2755258,0.1161,0.1257,15.767,0.044,24.5,15.631,0.119,9.1,11.995,0.343,3.2,8.77,,0.2
2429,0.2036,33.243583,3265,111044+043039,167.687,4.51083,8645,2006.883,59.7,10,5.4,7224,10078,167.6870311,4.5108773,0.0391,0.038,11.617,0.023,46.4,11.659,0.022,48.7,9.316,0.037,29.0,7.366,0.124,8.7
2430,0.638524,-83.200327,3266,ZW067.027,167.6917,11.61156,12600,2016.302,43.6,10,4.4,11234,13979,167.6915202,11.611581,0.0357,0.0355,11.918,0.023,48.1,11.491,0.021,50.8,8.592,0.025,42.9,6.502,0.073,14.9
2431,0.51896,34.920435,3267,ESO438-G09,167.6999,-28.50114,7200,2016.335,89.6,10,8.8,5880,8531,167.6999939,-28.5010218,0.0296,0.0293,9.832,0.023,48.1,9.084,0.02,53.2,5.845,0.015,70.5,3.018,0.018,60.0
2432,0.60728,38.015769,3269,NGC3549,167.737,53.38778,2863,2008.307,35.1,5,4.1,1495,4243,167.7371742,53.3879129,0.0419,0.0423,11.454,0.027,40.2,11.505,0.023,46.6,9.043,0.031,35.2,6.89,0.096,11.3
2433,0.3091,80.142022,3270,111103+045211,167.763,4.86997,8502,2006.883,62.2,10,5.9,7083,9934,167.7630849,4.8699847,0.045,0.0456,12.808,0.024,44.8,12.822,0.027,40.2,9.852,0.059,18.3,8.008,0.241,4.5
2435,0.259905,-150.603045,3272,111113+284147,167.805,28.69647,8619,2008.092,29.8,10,2.6,7199,10052,167.8049596,28.6964071,0.0354,0.0339,11.055,0.022,48.4,10.864,0.02,54.0,8.765,0.027,40.8,6.96,0.088,12.3
2436,0.439615,167.673207,3274,111114+631722,167.8125,63.28956,10002,2006.928,37.2,10,3.5,8569,11448,167.812558,63.2894407,0.0429,0.0433,13.353,0.024,44.6,13.181,0.026,42.1,9.75,0.041,26.4,7.956,0.16,6.8
2437,0.201697,7.863403,3276,NGC3563B,167.855,26.96358,10774,2013.255,42.7,13,8.5,9334,12227,167.8550086,26.9636355,0.0353,0.034,10.808,0.021,51.2,10.847,0.02,54.3,9.134,0.037,29.6,7.734,0.211,5.2
2438,0.993144,75.408458,3277,J111138-150932,167.9095,-15.15897,7703,2015.114,40.9,8,5.0,6291,9128,167.9097766,-15.1589005,0.0347,0.0336,12.04,0.023,46.8,11.843,0.022,49.4,7.605,0.019,57.4,4.813,0.034,32.1
2439,0.306807,84.275949,3278,111140+392230,167.9173,39.37492,7562,2007.35,35.6,10,3.2,6151,8985,167.9174097,39.3749285,0.0373,0.0369,11.49,0.022,48.3,11.545,0.022,49.9,9.503,0.036,29.9,7.9,0.179,6.1
2440,0.258767,88.644775,3280,111143+233410,167.9312,23.56956,6613,2008.208,40.2,10,3.6,5211,8028,167.9312784,23.5695617,0.0418,0.0411,12.599,0.023,46.8,12.62,0.025,43.6,9.49,0.037,29.4,7.786,0.18,6.0
2441,0.098586,18.299426,3281,SDSSJ111228.94-,168.1206,-1.10906,19352,2014.082,58.4,10,6.1,17831,20887,168.1206086,-1.109034,0.0744,0.078,14.634,0.032,33.6,14.336,0.055,19.8,11.793,0.255,4.3,8.345,,1.4
2442,0.603551,-128.821044,3282,11123743+120729,168.156,12.12486,14013,2010.913,38.9,10,3.5,12543,15497,168.1558664,12.1247549,0.0427,0.0412,12.024,0.025,43.4,11.911,0.024,45.1,8.731,0.029,37.0,6.69,0.119,9.1
2443,0.01956,20.174577,3284,SDSSJ11129+0930,168.2271,9.51403,8700,2016.299,44.1,10,4.4,7368,10044,168.2271019,9.5140351,0.0479,0.0476,12.493,0.027,40.9,12.307,0.027,40.7,10.914,0.145,7.5,8.184,,1.4
2444,0.81473,-172.944165,3285,111256+282324,168.2317,28.38986,6346,2008.208,45.6,15,3.2,4946,7758,168.2316684,28.3896354,0.0425,0.065,12.297,0.03,35.9,12.357,0.032,33.7,9.734,0.052,20.7,7.999,0.311,3.5
2445,1.128834,-1.858621,3288,111302+284502,168.2572,28.75033,8574,2008.2,43.0,5,5.5,7154,10007,168.2571884,28.7506434,0.0494,0.0766,13.17,0.037,29.6,13.129,0.041,26.4,11.273,0.202,5.4,8.499,,-0.1
2446,0.215195,-79.103344,3289,J1113+0444,168.3302,4.74031,7937,2015.105,38.7,14,70.8,6523,9364,168.3301411,4.7403213,0.0839,0.0897,14.94,0.035,31.1,14.836,0.071,15.3,12.525,,-0.8,8.506,,0.9
2447,2.782268,-139.444697,3290,SBS1110+567,168.333,56.47892,10195,2010.074,27.7,10,2.4,8760,11643,168.3320901,56.4783328,0.0314,0.0312,11.605,0.023,47.5,11.103,0.02,53.5,7.124,0.016,67.2,4.403,0.025,43.4
2448,0.168177,89.632053,3291,111321+050532,168.3384,5.09236,8080,2006.891,46.3,10,4.5,7796,10660,168.3384469,5.0923603,0.0428,0.0409,12.287,0.024,45.2,12.28,0.023,46.5,10.293,0.068,15.9,8.395,0.339,3.2
2449,0.36507,-174.855743,3292,111326+514723,168.3615,51.78994,7871,2006.974,34.4,10,3.3,6458,9297,168.3614853,51.789839,0.0445,0.0447,12.908,0.023,46.6,12.977,0.027,40.6,12.532,0.445,2.4,8.502,,1.4
2450,0.496914,79.860413,3293,IC2637,168.4572,9.58628,8763,2008.175,37.9,10,3.3,7341,10197,168.4573378,9.5863043,0.0303,0.0301,10.417,0.022,49.0,10.019,0.02,55.6,6.121,0.017,65.7,4.198,0.028,39.4
2451,5.831744,-151.811229,3294,IC-677,168.4863,12.30256,3247,2008.255,41.0,5,5.5,1876,4631,168.4855168,12.3011322,0.0345,0.0347,11.577,0.023,47.5,11.569,0.023,46.9,7.891,0.019,55.7,5.784,0.041,26.8
2452,0.218043,-100.752523,3295,11140012+725441,168.5007,72.91161,7041,2010.916,39.9,10,3.8,5635,8459,168.5004975,72.9115987,0.0358,0.0357,11.652,0.023,48.0,11.47,0.021,52.8,9.34,0.031,35.0,6.967,0.072,15.0
2453,0.129543,-62.168605,3296,111403+672210,168.5166,67.36953,12891,2008.283,36.0,10,3.2,11431,14364,168.5165173,67.3695468,0.0508,0.0507,13.702,0.026,42.0,13.639,0.031,35.2,10.553,0.069,15.7,8.671,0.311,3.5
2454,0.327137,148.282664,3297,111406+554239,168.5263,55.71092,8365,2006.977,46.6,10,4.3,6947,9796,168.5263848,55.7108427,0.0295,0.0297,10.97,0.022,49.2,10.702,0.02,54.2,6.845,0.015,74.0,4.773,0.028,38.6
2455,0.182915,109.906483,3298,111406.3+554239,168.5263,55.71086,8371,2013.052,53.8,5,7.7,6953,9802,168.5263848,55.7108427,0.0295,0.0297,10.97,0.022,49.2,10.702,0.02,54.2,6.845,0.015,74.0,4.773,0.028,38.6
2456,1.250715,-69.053812,3299,111408-140825,168.5367,-14.14028,5627,2009.008,47.6,10,4.6,4234,7032,168.5363654,-14.1401558,0.0414,0.0412,12.712,0.024,44.9,12.678,0.026,42.3,8.863,0.029,37.6,7.049,0.096,11.3
2457,0.339169,65.479754,3300,NGC3583,168.5454,48.31853,2136,2008.307,34.6,5,4.0,775,3509,168.5455289,48.3185691,0.0299,0.0303,9.727,0.024,45.8,9.546,0.019,55.9,5.877,0.015,73.9,3.568,0.025,44.1
2458,0.720359,94.816072,3301,J1114+2519,168.5912,25.32886,14470,2015.108,45.9,10,4.8,12995,15958,168.5914206,25.3288432,0.0387,0.0381,13.207,0.024,44.9,12.07,0.022,48.6,8.721,0.029,37.0,6.079,0.055,19.8
2459,0.250249,8.774346,3302,J1114+2754,168.6046,27.91381,18819,2015.057,43.0,9,17.2,21895,30500,168.604612,27.9138787,0.0532,0.055,13.892,0.026,41.4,13.709,0.037,29.3,9.718,0.052,20.7,8.102,0.238,4.6
2460,0.294524,57.131813,3303,11144391+794335,168.6829,79.72664,11156,2010.916,39.2,10,3.6,9712,12613,168.6832853,79.7266844,0.0323,0.0336,11.816,0.023,47.9,11.143,0.02,53.2,8.224,0.02,54.9,5.946,0.036,30.5
2461,0.559937,-52.632445,3304,11144636-020723,168.6932,-2.12325,9054,2010.913,44.7,10,4.2,7630,10491,168.6930763,-2.1231556,0.0382,0.0378,12.106,0.022,48.4,12.077,0.023,46.5,8.876,0.028,38.7,7.081,0.104,10.4
2462,0.346711,103.877889,3305,NGC3596,168.7758,14.78708,1191,2005.952,40.4,5,5.3,1055,3795,168.7758967,14.7870569,0.0325,0.0315,10.784,0.023,46.8,10.778,0.02,54.2,7.322,0.018,61.0,5.173,0.036,30.4
2463,0.173629,-172.341529,3306,111507+363224,168.7804,36.53997,7360,2008.038,37.1,10,3.5,5951,8781,168.780392,36.5399222,0.0378,0.0371,12.113,0.023,47.3,11.976,0.023,48.0,8.717,0.029,37.2,6.462,0.084,12.9
2464,0.193881,71.487352,3307,J1115+3102,168.7917,31.03372,8202,2015.057,43.5,5,13.4,11075,19104,168.7917596,31.0337371,0.0356,0.0348,10.696,0.022,49.3,10.769,0.02,54.7,9.148,0.035,31.5,7.726,0.167,6.5
2465,0.349284,148.697204,3308,111529+552722,168.8714,55.45628,10402,2006.977,45.6,10,4.0,8965,11852,168.8714889,55.4561971,0.0406,0.0413,12.41,0.023,46.5,12.419,0.024,45.2,9.566,0.04,27.1,7.201,0.089,12.2
2466,0.221508,60.391746,3309,J111537+232523,168.9068,23.42308,7040,2013.394,46.1,10,4.8,5634,8459,168.9068583,23.4231104,0.0366,0.0359,12.263,0.023,46.6,12.104,0.024,44.6,7.895,0.021,52.7,5.397,0.035,31.4
2467,0.156929,-72.786687,3310,111542+062357,168.9252,6.39944,11753,2006.899,44.8,10,4.0,10304,13215,168.9251581,6.3994529,0.047,0.048,13.337,0.025,43.8,13.082,0.03,36.7,9.705,0.048,22.7,7.34,0.137,7.9
2468,0.368654,-73.198748,3311,J1115+5024,168.9479,50.40156,14164,2015.057,41.8,9,4.7,17150,25501,168.9477462,50.4015896,0.036,0.0355,12.763,0.023,46.2,11.779,0.021,51.2,8.629,0.024,44.6,6.02,0.045,24.4
2470,0.965271,-1.790222,3313,NGC3600,168.9667,41.59111,719,2010.413,32.3,10,2.8,-629,2080,168.9666888,41.591378,0.0327,0.0333,11.251,0.023,47.2,11.179,0.021,51.6,7.852,0.019,57.6,5.037,0.03,36.4
2472,0.468114,-86.384386,3315,SDSSJ11161+4123,169.0321,41.39811,6250,2016.241,41.6,10,4.0,4939,7573,169.031927,41.3981182,0.0378,0.0375,11.817,0.022,48.3,11.582,0.021,51.3,9.596,0.039,27.8,7.487,0.137,7.9
2473,0.796133,24.522512,3316,CGCG156-039,169.0447,29.44219,8322,2010.169,27.1,10,2.5,6904,9752,169.0448054,29.4423912,0.0315,0.0316,11.733,0.023,47.6,11.511,0.021,51.5,7.14,0.017,64.6,4.672,0.026,41.1
2474,0.07843,158.001427,3317,111633+351823,169.1385,35.30628,7912,2008.038,35.6,10,3.2,6498,9338,169.13851,35.3062598,0.0372,0.036,11.97,0.022,50.1,11.948,0.021,50.8,9.509,0.036,30.0,7.5,0.105,10.3
2475,0.731735,166.327627,3318,2MASXJ11165338+,169.2225,27.97308,10408,2012.933,29.4,9,3.2,8971,11858,169.2225544,27.9728825,0.0475,0.0781,12.99,0.036,29.9,12.75,0.038,28.9,10.584,0.102,10.6,7.782,0.287,3.8
2476,0.668936,69.787409,3321,NGC3607,169.2276,18.05172,960,2014.055,58.6,10,6.3,-390,2323,169.2277834,18.0517842,0.0297,0.0286,8.428,0.022,50.4,8.391,0.019,56.0,6.645,0.014,77.1,5.314,0.04,27.5
2477,0.054516,-135.49442,3322,111700+323551,169.2505,32.5975,10423,2008.168,33.9,10,3.1,8986,11873,169.2504874,32.5974892,0.0379,0.0384,11.453,0.022,49.1,11.569,0.022,50.1,10.225,0.073,14.9,8.572,0.38,2.9
2478,1.459131,85.599319,3324,NGC3611,169.3754,4.55556,1585,2005.905,43.0,5,5.7,1449,4196,169.3758054,4.5555911,0.0286,0.0287,9.989,0.022,49.4,9.728,0.019,55.8,5.445,0.014,76.0,3.299,0.02,53.5
2479,0.372885,140.305474,3325,IC2694,169.4108,13.37611,14476,2013.43,44.8,10,4.4,13001,15964,169.410868,13.3760303,0.036,0.0361,12.005,0.023,47.5,11.887,0.023,47.7,7.967,0.022,48.6,6.104,0.05,21.6
2480,1.034805,81.033509,3326,CGCG156-051,169.4691,29.30447,6865,2010.169,28.1,10,2.7,5461,8282,169.4694256,29.3045148,0.0342,0.0336,11.637,0.023,47.0,11.116,0.021,50.6,7.712,0.02,54.6,5.433,0.035,30.8
2481,0.29702,-112.519902,3327,J1118+2813,169.5743,28.22603,9526,2014.93,85.1,9,9.7,8097,10968,169.5742135,28.2259984,0.0381,0.0377,11.61,0.023,46.7,11.675,0.022,48.8,9.336,0.034,32.2,7.258,0.091,11.9
2482,1.392848,90.799614,3330,J1118+2452,169.6508,24.86775,7445,2015.108,50.5,10,5.4,6036,8867,169.6512264,24.8677446,0.0316,0.0315,11.445,0.023,47.4,11.077,0.02,53.2,7.125,0.017,65.3,5.298,0.029,37.5
2484,0.357349,54.530264,3332,NGC3623,169.7329,13.09225,807,2005.952,42.3,5,5.6,672,3404,169.732983,13.0923076,0.0333,0.032,8.597,0.022,48.9,8.61,0.02,55.0,7.501,0.02,55.4,6.091,0.066,16.4
2485,1.739129,-73.661029,3333,MCG+10.16.111,169.7413,58.05644,8100,2016.329,51.4,8,5.9,6773,9439,169.7404238,58.0565759,0.0348,0.0348,12.178,0.024,46.1,11.436,0.021,51.6,8.318,0.022,50.0,6.223,0.05,21.6
2486,1.402893,-21.650589,3334,111926+031205,169.8593,3.20161,7077,2006.891,48.5,10,4.6,6795,9641,169.859156,3.2019722,0.0477,0.0642,12.576,0.033,32.6,12.521,0.036,30.4,9.295,0.058,18.7,6.971,0.155,7.0
2487,0.113537,125.023168,3335,112002+303453,170.0095,30.58133,7742,2008.038,34.8,10,3.1,6330,9167,170.00953,30.5813119,0.0482,0.0485,13.266,0.025,43.9,13.242,0.029,37.3,11.171,0.14,7.8,8.659,0.334,3.3
2488,0.190657,53.233117,3336,NGC3626,170.0158,18.35681,1493,2008.255,41.3,5,5.2,137,2861,170.0158447,18.3568417,0.0291,0.0298,9.077,0.023,46.6,9.007,0.02,54.6,6.719,0.014,77.1,4.504,0.028,38.5
2490,0.820333,25.425228,3338,NGC3622,170.0517,67.24169,1297,2010.235,32.9,20,2.1,-56,2663,170.0519529,67.2418958,0.033,0.0336,11.698,0.022,48.4,11.682,0.021,51.3,8.308,0.019,57.2,5.835,0.043,25.2
2491,0.252972,142.300896,3339,NGC3627,170.0625,12.99167,727,2005.952,42.6,5,5.8,592,3323,170.0625441,12.9916144,0.0316,0.0313,8.215,0.022,49.7,8.094,0.019,56.1,5.272,0.02,54.6,3.006,0.027,40.9
2492,2.15243,-158.844079,3341,NGC3628,170.0709,13.58953,847,2005.952,41.6,5,5.7,711,3445,170.070678,13.5889724,0.0278,0.0278,8.816,0.022,49.3,8.248,0.02,55.3,4.237,0.013,80.9,1.492,0.018,61.2
2493,0.864628,118.039169,3342,J112026+033508,170.1092,3.58564,2599,2014.092,44.6,10,5.0,1233,3976,170.1094124,3.5855271,0.0279,0.0292,10.149,0.023,48.2,9.913,0.019,56.0,5.799,0.014,75.1,3.09,0.02,54.4
2494,0.347255,110.702478,3343,J112055+193755,170.233,19.632,4298,2013.428,47.9,10,5.2,2916,5691,170.2330958,19.6319659,0.0333,0.0328,11.485,0.023,47.5,11.381,0.021,51.3,7.699,0.018,59.4,5.704,0.04,27.2
2495,2.515808,111.189671,3344,J112059+003203,170.2489,19.632,7301,2014.092,43.9,10,5.1,5893,8722,170.2495918,19.6317474,0.3101,0.3372,16.913,0.113,9.6,16.2,0.219,5.0,12.197,,0.7,8.933,,-1.1
2496,0.394198,99.037286,3345,NGC3631,170.2618,53.16975,1158,2008.307,34.8,5,4.2,-194,2523,170.2619804,53.1697328,0.0282,0.0285,9.894,0.022,48.4,9.783,0.02,54.7,5.869,0.013,81.2,3.893,0.02,53.4
2497,0.731012,37.219826,3346,2MASXJ11210844+,170.285,34.92222,12019,2012.996,37.7,10,4.0,10567,13484,170.2851498,34.9223817,0.0376,0.038,12.855,0.024,46.1,12.535,0.024,45.5,8.465,0.024,44.9,6.154,0.051,21.3
2498,0.287162,141.816753,3347,1121262+6917035,170.3591,69.28428,12157,2011.094,38.7,10,3.4,10704,13623,170.3592394,69.2842173,0.0354,0.0361,12.132,0.023,46.7,12.116,0.021,51.3,9.024,0.025,44.0,7.238,0.084,13.0
2499,0.204026,28.086167,3348,J112127+242417,170.3651,24.40481,6825,2013.394,45.6,10,4.4,5421,8242,170.3651293,24.40486,0.0372,0.0376,12.49,0.024,46.2,12.41,0.024,44.5,8.376,0.022,49.5,6.127,0.049,22.3
2500,0.25468,-15.715212,3349,112132+132536,170.3824,13.42661,10225,2007.307,41.4,10,3.6,8790,11673,170.3823803,13.4266781,0.0346,0.0338,11.51,0.022,49.2,11.366,0.021,51.9,8.208,0.022,49.5,6.378,0.063,17.4
2501,0.538935,-16.951248,3350,112132+024837,170.387,2.81042,7145,2006.891,49.0,10,4.9,6863,9710,170.3869563,2.8105632,0.0358,0.0353,11.299,0.023,46.6,11.244,0.022,50.2,8.465,0.025,44.1,6.672,0.076,14.3
2502,0.230994,-67.166025,3351,NGC3646,170.4295,20.16956,4248,2008.255,40.4,5,5.6,2868,5641,170.429437,20.1695849,0.034,0.0323,10.396,0.022,49.9,10.395,0.02,53.7,7.706,0.021,51.6,5.601,0.049,21.9
